brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description,type,warranty,features,safety_features,tech_features,comfort_features,dealer_location,availability,delivery_time
Dodge,Unknown Model,2024,"$39,462",0 km,Diesel,Manual,5.3L,Red,https://www.contactcars.com/en/new-cars/dodge/unknown-model-2024,"Brand new 2024 Dodge Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Adaptive Cruise Control, Automatic Emergency Braking, Anti-lock Braking System, Apple CarPlay, Panoramic Sunroof, Wireless Smartphone Integration, Satellite Navigation, Push-Button Start, Power Mirrors, Heated Seats, Power Seats","Adaptive Cruise Control, Automatic Emergency Braking, Anti-lock Braking System","Apple CarPlay, Panoramic Sunroof, Wireless Smartphone Integration, Satellite Navigation","Push-Button Start, Power Mirrors, Heated Seats, Power Seats",ContactCars Dodge Showroom,Coming Soon,1-2 weeks
Acura,Unknown Model,2024,"$104,847",0 km,Plug-in Hybrid,Dual-Clutch,2.7L,Orange,https://www.contactcars.com/en/new-cars/acura/unknown-model-2024,"Brand new 2024 Acura Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Adaptive Cruise Control, Anti-lock Braking System, Electronic Stability Control, Automatic Emergency Braking, Blind Spot Monitoring, Traction Control, Wi-Fi Hotspot, Ambient Lighting, Head-Up Display, Bluetooth Connectivity, Android Auto, Ventilated Seats, Rain-Sensing Wipers, Keyless Entry, Push-Button Start, Climate Control, Power Mirrors, Heated Steering Wheel, Dual-Zone Climate","Adaptive Cruise Control, Anti-lock Braking System, Electronic Stability Control, Automatic Emergency Braking, Blind Spot Monitoring, Traction Control","Wi-Fi Hotspot, Ambient Lighting, Head-Up Display, Bluetooth Connectivity, Android Auto","Ventilated Seats, Rain-Sensing Wipers, Keyless Entry, Push-Button Start, Climate Control, Power Mirrors, Heated Steering Wheel, Dual-Zone Climate",ContactCars Acura Showroom,Available for Order,2-4 weeks
Hummer,Unknown Model,2024,"$40,269",0 km,Gasoline,Dual-Clutch,5.6L,Purple,https://www.contactcars.com/en/new-cars/hummer/unknown-model-2024,"Brand new 2024 Hummer Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Rear Cross Traffic Alert, Electronic Stability Control, Anti-lock Braking System, 360-Degree Camera, Tire Pressure Monitoring, Blind Spot Monitoring, Lane Departure Warning, Digital Instrument Cluster, Android Auto, Wireless Smartphone Integration, Voice Recognition, Apple CarPlay, Remote Start, Push-Button Start, Auto-Dimming Mirrors, Memory Seats, Ventilated Seats, Climate Control, Dual-Zone Climate","Rear Cross Traffic Alert, Electronic Stability Control, Anti-lock Braking System, 360-Degree Camera, Tire Pressure Monitoring, Blind Spot Monitoring, Lane Departure Warning","Digital Instrument Cluster, Android Auto, Wireless Smartphone Integration, Voice Recognition, Apple CarPlay","Remote Start, Push-Button Start, Auto-Dimming Mirrors, Memory Seats, Ventilated Seats, Climate Control, Dual-Zone Climate",ContactCars Hummer Showroom,In Stock,2-4 weeks
Corvette,Unknown Model,2024,"$87,321",0 km,Hydrogen,CVT,5.0L,Green,https://www.contactcars.com/en/new-cars/corvette/unknown-model-2024,"Brand new 2024 Corvette Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Anti-lock Braking System, 360-Degree Camera, Adaptive Cruise Control, Forward Collision Warning, Parking Sensors, Blind Spot Monitoring, Rear Cross Traffic Alert, Electronic Stability Control, Bluetooth Connectivity, Wi-Fi Hotspot, Head-Up Display, Android Auto, Power Seats, Rain-Sensing Wipers, Ventilated Seats, Dual-Zone Climate","Anti-lock Braking System, 360-Degree Camera, Adaptive Cruise Control, Forward Collision Warning, Parking Sensors, Blind Spot Monitoring, Rear Cross Traffic Alert, Electronic Stability Control","Bluetooth Connectivity, Wi-Fi Hotspot, Head-Up Display, Android Auto","Power Seats, Rain-Sensing Wipers, Ventilated Seats, Dual-Zone Climate",ContactCars Corvette Showroom,In Stock,2-4 weeks
Jaguar,Unknown Model,2024,"$69,780",0 km,Hydrogen,Automatic,4.1L,Green,https://www.contactcars.com/en/new-cars/jaguar/unknown-model-2024,"Brand new 2024 Jaguar Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Rear Cross Traffic Alert, Anti-lock Braking System, Electronic Stability Control, Parking Sensors, Adaptive Cruise Control, Satellite Navigation, Wireless Charging, Voice Recognition, USB-C Ports, Premium Sound System, Panoramic Sunroof, Apple CarPlay, Android Auto, Keyless Entry, Push-Button Start, Power Windows, Heated Steering Wheel, Heated Seats, Dual-Zone Climate, Climate Control, Power Mirrors","Rear Cross Traffic Alert, Anti-lock Braking System, Electronic Stability Control, Parking Sensors, Adaptive Cruise Control","Satellite Navigation, Wireless Charging, Voice Recognition, USB-C Ports, Premium Sound System, Panoramic Sunroof, Apple CarPlay, Android Auto","Keyless Entry, Push-Button Start, Power Windows, Heated Steering Wheel, Heated Seats, Dual-Zone Climate, Climate Control, Power Mirrors",ContactCars Jaguar Showroom,Available for Order,4-8 weeks
Suzuki,Unknown Model,2024,"$109,714",0 km,Diesel,Dual-Clutch,4.8L,Yellow,https://www.contactcars.com/en/new-cars/suzuki/unknown-model-2024,"Brand new 2024 Suzuki Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Tire Pressure Monitoring, Anti-lock Braking System, Traction Control, Digital Instrument Cluster, Wi-Fi Hotspot, Apple CarPlay, USB-C Ports, Premium Sound System, Android Auto, Gesture Control, Head-Up Display, Satellite Navigation, Memory Seats, Power Seats, Climate Control, Keyless Entry, Heated Seats, Heated Steering Wheel","Tire Pressure Monitoring, Anti-lock Braking System, Traction Control","Digital Instrument Cluster, Wi-Fi Hotspot, Apple CarPlay, USB-C Ports, Premium Sound System, Android Auto, Gesture Control, Head-Up Display, Satellite Navigation","Memory Seats, Power Seats, Climate Control, Keyless Entry, Heated Seats, Heated Steering Wheel",ContactCars Suzuki Showroom,Coming Soon,1-2 weeks
Jeep,Unknown Model,2024,"$96,142",0 km,Gasoline,CVT,3.0L,Orange,https://www.contactcars.com/en/new-cars/jeep/unknown-model-2024,"Brand new 2024 Jeep Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Electronic Stability Control, Blind Spot Monitoring, Rear Cross Traffic Alert, Anti-lock Braking System, Traction Control, Adaptive Cruise Control, Voice Recognition, Android Auto, Satellite Navigation, USB-C Ports, Wireless Smartphone Integration, Apple CarPlay, Bluetooth Connectivity, Push-Button Start, Climate Control, Heated Seats, Ventilated Seats, Remote Start, Auto-Dimming Mirrors, Dual-Zone Climate","Electronic Stability Control, Blind Spot Monitoring, Rear Cross Traffic Alert, Anti-lock Braking System, Traction Control, Adaptive Cruise Control","Voice Recognition, Android Auto, Satellite Navigation, USB-C Ports, Wireless Smartphone Integration, Apple CarPlay, Bluetooth Connectivity","Push-Button Start, Climate Control, Heated Seats, Ventilated Seats, Remote Start, Auto-Dimming Mirrors, Dual-Zone Climate",ContactCars Jeep Showroom,Coming Soon,1-2 weeks
Jeep,Unknown Model,2024,"$26,867",0 km,Hybrid,Semi-Automatic,3.7L,Blue,https://www.contactcars.com/en/new-cars/jeep/unknown-model-2024,"Brand new 2024 Jeep Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Blind Spot Monitoring, 360-Degree Camera, Electronic Stability Control, Adaptive Cruise Control, Traction Control, Lane Departure Warning, Wireless Charging, Head-Up Display, Wi-Fi Hotspot, Gesture Control, USB-C Ports, Panoramic Sunroof, Digital Instrument Cluster, Android Auto, Rain-Sensing Wipers, Memory Seats, Push-Button Start, Climate Control","Blind Spot Monitoring, 360-Degree Camera, Electronic Stability Control, Adaptive Cruise Control, Traction Control, Lane Departure Warning","Wireless Charging, Head-Up Display, Wi-Fi Hotspot, Gesture Control, USB-C Ports, Panoramic Sunroof, Digital Instrument Cluster, Android Auto","Rain-Sensing Wipers, Memory Seats, Push-Button Start, Climate Control",ContactCars Jeep Showroom,In Stock,1-2 weeks
Suzuki,Unknown Model,2024,"$45,519",0 km,Electric,Semi-Automatic,65 kWh Battery,Purple,https://www.contactcars.com/en/new-cars/suzuki/unknown-model-2024,"Brand new 2024 Suzuki Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Lane Departure Warning, Electronic Stability Control, Automatic Emergency Braking, 360-Degree Camera, Parking Sensors, Blind Spot Monitoring, Bluetooth Connectivity, Panoramic Sunroof, Premium Sound System, Head-Up Display, USB-C Ports, Wireless Smartphone Integration, Wi-Fi Hotspot, Apple CarPlay, Wireless Charging, Heated Seats, Memory Seats, Rain-Sensing Wipers, Heated Steering Wheel, Climate Control","Lane Departure Warning, Electronic Stability Control, Automatic Emergency Braking, 360-Degree Camera, Parking Sensors, Blind Spot Monitoring","Bluetooth Connectivity, Panoramic Sunroof, Premium Sound System, Head-Up Display, USB-C Ports, Wireless Smartphone Integration, Wi-Fi Hotspot, Apple CarPlay, Wireless Charging","Heated Seats, Memory Seats, Rain-Sensing Wipers, Heated Steering Wheel, Climate Control",ContactCars Suzuki Showroom,Coming Soon,2-4 weeks
Ferrari,Unknown Model,2024,"$490,197",0 km,Gasoline,CVT,4.9L,White,https://www.contactcars.com/en/new-cars/ferrari/unknown-model-2024,"Brand new 2024 Ferrari Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"4-Year/50,000-Mile Comprehensive Warranty","Lane Departure Warning, Anti-lock Braking System, Automatic Emergency Braking, Traction Control, Electronic Stability Control, Adaptive Cruise Control, Tire Pressure Monitoring, Bluetooth Connectivity, Premium Sound System, Gesture Control, Wireless Charging, Digital Instrument Cluster, Voice Recognition, Android Auto, Ambient Lighting, Panoramic Sunroof, USB-C Ports, Remote Start, Heated Steering Wheel, Climate Control, Heated Seats, Auto-Dimming Mirrors","Lane Departure Warning, Anti-lock Braking System, Automatic Emergency Braking, Traction Control, Electronic Stability Control, Adaptive Cruise Control, Tire Pressure Monitoring","Bluetooth Connectivity, Premium Sound System, Gesture Control, Wireless Charging, Digital Instrument Cluster, Voice Recognition, Android Auto, Ambient Lighting, Panoramic Sunroof, USB-C Ports","Remote Start, Heated Steering Wheel, Climate Control, Heated Seats, Auto-Dimming Mirrors",ContactCars Ferrari Showroom,In Stock,4-8 weeks
Land Rover,Unknown Model,2024,"$38,523",0 km,Hybrid,Manual,4.1L,Orange,https://www.contactcars.com/en/new-cars/land-rover/unknown-model-2024,"Brand new 2024 Land Rover Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Traction Control, Automatic Emergency Braking, Anti-lock Braking System, Apple CarPlay, Digital Instrument Cluster, Voice Recognition, Android Auto, Wireless Charging, Gesture Control, Satellite Navigation, Premium Sound System, Wi-Fi Hotspot, Push-Button Start, Auto-Dimming Mirrors, Keyless Entry","Traction Control, Automatic Emergency Braking, Anti-lock Braking System","Apple CarPlay, Digital Instrument Cluster, Voice Recognition, Android Auto, Wireless Charging, Gesture Control, Satellite Navigation, Premium Sound System, Wi-Fi Hotspot","Push-Button Start, Auto-Dimming Mirrors, Keyless Entry",ContactCars Land Rover Showroom,In Stock,4-8 weeks
Maserati,Unknown Model,2024,"$45,768",0 km,Gasoline,Automatic,1.4L,Red,https://www.contactcars.com/en/new-cars/maserati/unknown-model-2024,"Brand new 2024 Maserati Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"360-Degree Camera, Parking Sensors, Rear Cross Traffic Alert, Electronic Stability Control, Anti-lock Braking System, Traction Control, Forward Collision Warning, Adaptive Cruise Control, Voice Recognition, Premium Sound System, Bluetooth Connectivity, Satellite Navigation, Climate Control, Rain-Sensing Wipers, Heated Seats, Push-Button Start, Power Mirrors, Ventilated Seats","360-Degree Camera, Parking Sensors, Rear Cross Traffic Alert, Electronic Stability Control, Anti-lock Braking System, Traction Control, Forward Collision Warning, Adaptive Cruise Control","Voice Recognition, Premium Sound System, Bluetooth Connectivity, Satellite Navigation","Climate Control, Rain-Sensing Wipers, Heated Seats, Push-Button Start, Power Mirrors, Ventilated Seats",ContactCars Maserati Showroom,Coming Soon,4-8 weeks
Volkswagen,Jetta,2024,"$30,076",0 km,Hydrogen,Manual,6.6L,Red,https://www.contactcars.com/en/new-cars/volkswagen/jetta-2024,"Brand new 2024 Volkswagen Jetta. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Tire Pressure Monitoring, Automatic Emergency Braking, Electronic Stability Control, Adaptive Cruise Control, Parking Sensors, Traction Control, 360-Degree Camera, Blind Spot Monitoring, Apple CarPlay, Ambient Lighting, Gesture Control, Panoramic Sunroof, Premium Sound System, Voice Recognition, Bluetooth Connectivity, Heated Seats, Keyless Entry, Heated Steering Wheel, Climate Control","Tire Pressure Monitoring, Automatic Emergency Braking, Electronic Stability Control, Adaptive Cruise Control, Parking Sensors, Traction Control, 360-Degree Camera, Blind Spot Monitoring","Apple CarPlay, Ambient Lighting, Gesture Control, Panoramic Sunroof, Premium Sound System, Voice Recognition, Bluetooth Connectivity","Heated Seats, Keyless Entry, Heated Steering Wheel, Climate Control",ContactCars Volkswagen Showroom,Coming Soon,2-4 weeks
Chevrolet,Bolt,2024,"$47,081",0 km,Hybrid,Semi-Automatic,5.6L,Blue,https://www.contactcars.com/en/new-cars/chevrolet/bolt-2024,"Brand new 2024 Chevrolet Bolt. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Automatic Emergency Braking, Electronic Stability Control, 360-Degree Camera, Bluetooth Connectivity, Wireless Smartphone Integration, Android Auto, Panoramic Sunroof, Voice Recognition, Wi-Fi Hotspot, Auto-Dimming Mirrors, Keyless Entry, Power Mirrors, Push-Button Start, Heated Steering Wheel, Dual-Zone Climate, Heated Seats, Ventilated Seats","Automatic Emergency Braking, Electronic Stability Control, 360-Degree Camera","Bluetooth Connectivity, Wireless Smartphone Integration, Android Auto, Panoramic Sunroof, Voice Recognition, Wi-Fi Hotspot","Auto-Dimming Mirrors, Keyless Entry, Power Mirrors, Push-Button Start, Heated Steering Wheel, Dual-Zone Climate, Heated Seats, Ventilated Seats",ContactCars Chevrolet Showroom,In Stock,1-2 weeks
Toyota,bZ4X,2024,"$57,589",0 km,Hybrid,Dual-Clutch,2.3L,Orange,https://www.contactcars.com/en/new-cars/toyota/bz4x-2024,"Brand new 2024 Toyota bZ4X. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"360-Degree Camera, Parking Sensors, Rear Cross Traffic Alert, Satellite Navigation, Wireless Charging, Bluetooth Connectivity, Wireless Smartphone Integration, Apple CarPlay, Panoramic Sunroof, Voice Recognition, Gesture Control, Power Windows, Rain-Sensing Wipers, Remote Start, Dual-Zone Climate, Power Mirrors, Heated Steering Wheel, Power Seats, Memory Seats","360-Degree Camera, Parking Sensors, Rear Cross Traffic Alert","Satellite Navigation, Wireless Charging, Bluetooth Connectivity, Wireless Smartphone Integration, Apple CarPlay, Panoramic Sunroof, Voice Recognition, Gesture Control","Power Windows, Rain-Sensing Wipers, Remote Start, Dual-Zone Climate, Power Mirrors, Heated Steering Wheel, Power Seats, Memory Seats",ContactCars Toyota Showroom,Coming Soon,Immediate
Bugatti,Unknown Model,2024,"$687,877",0 km,Electric,Dual-Clutch,81 kWh Battery,Gray,https://www.contactcars.com/en/new-cars/bugatti/unknown-model-2024,"Brand new 2024 Bugatti Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Traction Control, Electronic Stability Control, Tire Pressure Monitoring, Blind Spot Monitoring, Bluetooth Connectivity, Head-Up Display, Apple CarPlay, Ambient Lighting, Premium Sound System, Android Auto, Gesture Control, Digital Instrument Cluster, USB-C Ports, Wireless Smartphone Integration, Power Seats, Remote Start, Keyless Entry, Auto-Dimming Mirrors","Traction Control, Electronic Stability Control, Tire Pressure Monitoring, Blind Spot Monitoring","Bluetooth Connectivity, Head-Up Display, Apple CarPlay, Ambient Lighting, Premium Sound System, Android Auto, Gesture Control, Digital Instrument Cluster, USB-C Ports, Wireless Smartphone Integration","Power Seats, Remote Start, Keyless Entry, Auto-Dimming Mirrors",ContactCars Bugatti Showroom,Available for Order,4-8 weeks
Jeep,Unknown Model,2024,"$57,351",0 km,Hybrid,Manual,1.9L,Blue,https://www.contactcars.com/en/new-cars/jeep/unknown-model-2024,"Brand new 2024 Jeep Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Anti-lock Braking System, Traction Control, 360-Degree Camera, Forward Collision Warning, Blind Spot Monitoring, Automatic Emergency Braking, Electronic Stability Control, Parking Sensors, USB-C Ports, Premium Sound System, Wireless Charging, Bluetooth Connectivity, Android Auto, Apple CarPlay, Remote Start, Ventilated Seats, Heated Seats, Heated Steering Wheel","Anti-lock Braking System, Traction Control, 360-Degree Camera, Forward Collision Warning, Blind Spot Monitoring, Automatic Emergency Braking, Electronic Stability Control, Parking Sensors","USB-C Ports, Premium Sound System, Wireless Charging, Bluetooth Connectivity, Android Auto, Apple CarPlay","Remote Start, Ventilated Seats, Heated Seats, Heated Steering Wheel",ContactCars Jeep Showroom,Available for Order,2-4 weeks
Skoda,Unknown Model,2024,"$47,708",0 km,Hydrogen,Dual-Clutch,6.1L,Red,https://www.contactcars.com/en/new-cars/skoda/unknown-model-2024,"Brand new 2024 Skoda Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Electronic Stability Control, Rear Cross Traffic Alert, Blind Spot Monitoring, Forward Collision Warning, Traction Control, Gesture Control, Premium Sound System, Voice Recognition, Wireless Charging, Bluetooth Connectivity, Keyless Entry, Rain-Sensing Wipers, Memory Seats, Power Mirrors, Climate Control, Heated Steering Wheel","Electronic Stability Control, Rear Cross Traffic Alert, Blind Spot Monitoring, Forward Collision Warning, Traction Control","Gesture Control, Premium Sound System, Voice Recognition, Wireless Charging, Bluetooth Connectivity","Keyless Entry, Rain-Sensing Wipers, Memory Seats, Power Mirrors, Climate Control, Heated Steering Wheel",ContactCars Skoda Showroom,In Stock,4-8 weeks
Jaguar,Unknown Model,2024,"$23,798",0 km,Diesel,Manual,2.3L,Red,https://www.contactcars.com/en/new-cars/jaguar/unknown-model-2024,"Brand new 2024 Jaguar Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Tire Pressure Monitoring, Traction Control, Anti-lock Braking System, Blind Spot Monitoring, Wireless Smartphone Integration, Voice Recognition, Wireless Charging, Premium Sound System, Bluetooth Connectivity, Heated Seats, Ventilated Seats, Power Mirrors, Rain-Sensing Wipers, Climate Control, Memory Seats","Tire Pressure Monitoring, Traction Control, Anti-lock Braking System, Blind Spot Monitoring","Wireless Smartphone Integration, Voice Recognition, Wireless Charging, Premium Sound System, Bluetooth Connectivity","Heated Seats, Ventilated Seats, Power Mirrors, Rain-Sensing Wipers, Climate Control, Memory Seats",ContactCars Jaguar Showroom,Coming Soon,Immediate
Alfa Romeo,4C,2024,"$79,123",0 km,Electric,Manual,96 kWh Battery,Silver,https://www.contactcars.com/en/new-cars/alfa-romeo/4c-2024,"Brand new 2024 Alfa Romeo 4C. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Parking Sensors, Automatic Emergency Braking, Electronic Stability Control, Blind Spot Monitoring, Traction Control, Anti-lock Braking System, Forward Collision Warning, Android Auto, Gesture Control, Head-Up Display, Apple CarPlay, Bluetooth Connectivity, Premium Sound System, Wireless Smartphone Integration, Wireless Charging, Panoramic Sunroof, Power Seats, Rain-Sensing Wipers, Heated Steering Wheel, Ventilated Seats, Power Mirrors, Power Windows, Keyless Entry","Parking Sensors, Automatic Emergency Braking, Electronic Stability Control, Blind Spot Monitoring, Traction Control, Anti-lock Braking System, Forward Collision Warning","Android Auto, Gesture Control, Head-Up Display, Apple CarPlay, Bluetooth Connectivity, Premium Sound System, Wireless Smartphone Integration, Wireless Charging, Panoramic Sunroof","Power Seats, Rain-Sensing Wipers, Heated Steering Wheel, Ventilated Seats, Power Mirrors, Power Windows, Keyless Entry",ContactCars Alfa Romeo Showroom,Available for Order,Immediate
Dodge,Unknown Model,2024,"$85,719",0 km,Diesel,Automatic,1.6L,Green,https://www.contactcars.com/en/new-cars/dodge/unknown-model-2024,"Brand new 2024 Dodge Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"4-Year/50,000-Mile Comprehensive Warranty","Tire Pressure Monitoring, Automatic Emergency Braking, Anti-lock Braking System, Adaptive Cruise Control, Voice Recognition, Apple CarPlay, Premium Sound System, Android Auto, Climate Control, Keyless Entry, Push-Button Start","Tire Pressure Monitoring, Automatic Emergency Braking, Anti-lock Braking System, Adaptive Cruise Control","Voice Recognition, Apple CarPlay, Premium Sound System, Android Auto","Climate Control, Keyless Entry, Push-Button Start",ContactCars Dodge Showroom,In Stock,4-8 weeks
Saab,Unknown Model,2024,"$56,885",0 km,Hydrogen,CVT,5.2L,Yellow,https://www.contactcars.com/en/new-cars/saab/unknown-model-2024,"Brand new 2024 Saab Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Blind Spot Monitoring, Forward Collision Warning, Electronic Stability Control, 360-Degree Camera, Lane Departure Warning, Tire Pressure Monitoring, Automatic Emergency Braking, Adaptive Cruise Control, Premium Sound System, Apple CarPlay, Ambient Lighting, Satellite Navigation, Wireless Smartphone Integration, Voice Recognition, Head-Up Display, Panoramic Sunroof, Heated Seats, Push-Button Start, Keyless Entry, Power Mirrors, Climate Control, Rain-Sensing Wipers, Power Windows","Blind Spot Monitoring, Forward Collision Warning, Electronic Stability Control, 360-Degree Camera, Lane Departure Warning, Tire Pressure Monitoring, Automatic Emergency Braking, Adaptive Cruise Control","Premium Sound System, Apple CarPlay, Ambient Lighting, Satellite Navigation, Wireless Smartphone Integration, Voice Recognition, Head-Up Display, Panoramic Sunroof","Heated Seats, Push-Button Start, Keyless Entry, Power Mirrors, Climate Control, Rain-Sensing Wipers, Power Windows",ContactCars Saab Showroom,Coming Soon,1-2 weeks
Cadillac,Unknown Model,2024,"$110,282",0 km,Plug-in Hybrid,CVT,5.7L,Blue,https://www.contactcars.com/en/new-cars/cadillac/unknown-model-2024,"Brand new 2024 Cadillac Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Tire Pressure Monitoring, Lane Departure Warning, Forward Collision Warning, Parking Sensors, 360-Degree Camera, Rear Cross Traffic Alert, Automatic Emergency Braking, Anti-lock Braking System, USB-C Ports, Digital Instrument Cluster, Gesture Control, Apple CarPlay, Wi-Fi Hotspot, Push-Button Start, Power Windows, Power Seats, Heated Seats, Power Mirrors, Dual-Zone Climate","Tire Pressure Monitoring, Lane Departure Warning, Forward Collision Warning, Parking Sensors, 360-Degree Camera, Rear Cross Traffic Alert, Automatic Emergency Braking, Anti-lock Braking System","USB-C Ports, Digital Instrument Cluster, Gesture Control, Apple CarPlay, Wi-Fi Hotspot","Push-Button Start, Power Windows, Power Seats, Heated Seats, Power Mirrors, Dual-Zone Climate",ContactCars Cadillac Showroom,Coming Soon,2-4 weeks
Bentley,Unknown Model,2024,"$440,138",0 km,Hybrid,CVT,5.7L,Black,https://www.contactcars.com/en/new-cars/bentley/unknown-model-2024,"Brand new 2024 Bentley Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Automatic Emergency Braking, Blind Spot Monitoring, Anti-lock Braking System, Tire Pressure Monitoring, Lane Departure Warning, Parking Sensors, Premium Sound System, Head-Up Display, Wi-Fi Hotspot, Satellite Navigation, Keyless Entry, Power Windows, Heated Steering Wheel, Power Mirrors, Heated Seats","Automatic Emergency Braking, Blind Spot Monitoring, Anti-lock Braking System, Tire Pressure Monitoring, Lane Departure Warning, Parking Sensors","Premium Sound System, Head-Up Display, Wi-Fi Hotspot, Satellite Navigation","Keyless Entry, Power Windows, Heated Steering Wheel, Power Mirrors, Heated Seats",ContactCars Bentley Showroom,Coming Soon,4-8 weeks
Maserati,Unknown Model,2024,"$93,475",0 km,Gasoline,CVT,3.3L,Green,https://www.contactcars.com/en/new-cars/maserati/unknown-model-2024,"Brand new 2024 Maserati Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Lane Departure Warning, Blind Spot Monitoring, Automatic Emergency Braking, Traction Control, 360-Degree Camera, Forward Collision Warning, Anti-lock Braking System, Electronic Stability Control, Satellite Navigation, Wireless Charging, Panoramic Sunroof, Voice Recognition, Heated Steering Wheel, Climate Control, Remote Start","Lane Departure Warning, Blind Spot Monitoring, Automatic Emergency Braking, Traction Control, 360-Degree Camera, Forward Collision Warning, Anti-lock Braking System, Electronic Stability Control","Satellite Navigation, Wireless Charging, Panoramic Sunroof, Voice Recognition","Heated Steering Wheel, Climate Control, Remote Start",ContactCars Maserati Showroom,In Stock,2-4 weeks
Saab,Unknown Model,2024,"$23,911",0 km,Diesel,Dual-Clutch,2.2L,Gray,https://www.contactcars.com/en/new-cars/saab/unknown-model-2024,"Brand new 2024 Saab Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","360-Degree Camera, Adaptive Cruise Control, Anti-lock Braking System, Blind Spot Monitoring, Lane Departure Warning, Automatic Emergency Braking, Traction Control, Wireless Charging, Android Auto, Panoramic Sunroof, Premium Sound System, Apple CarPlay, Rain-Sensing Wipers, Power Windows, Ventilated Seats, Dual-Zone Climate, Climate Control","360-Degree Camera, Adaptive Cruise Control, Anti-lock Braking System, Blind Spot Monitoring, Lane Departure Warning, Automatic Emergency Braking, Traction Control","Wireless Charging, Android Auto, Panoramic Sunroof, Premium Sound System, Apple CarPlay","Rain-Sensing Wipers, Power Windows, Ventilated Seats, Dual-Zone Climate, Climate Control",ContactCars Saab Showroom,Coming Soon,Immediate
Aston Martin,Unknown Model,2024,"$69,712",0 km,Diesel,Semi-Automatic,6.9L,Silver,https://www.contactcars.com/en/new-cars/aston-martin/unknown-model-2024,"Brand new 2024 Aston Martin Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Traction Control, Tire Pressure Monitoring, Rear Cross Traffic Alert, Premium Sound System, Android Auto, Wi-Fi Hotspot, Satellite Navigation, Power Windows, Power Seats, Heated Seats, Rain-Sensing Wipers, Remote Start","Traction Control, Tire Pressure Monitoring, Rear Cross Traffic Alert","Premium Sound System, Android Auto, Wi-Fi Hotspot, Satellite Navigation","Power Windows, Power Seats, Heated Seats, Rain-Sensing Wipers, Remote Start",ContactCars Aston Martin Showroom,Coming Soon,1-2 weeks
