brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description
Subaru,Unknown Model,2011,"$-22,995","30,861 km",Electric,Automatic,5.2L,Silver,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2011,Excellent condition 2011 Subaru Unknown Model. Well maintained with full service history.
Porsche,Unknown Model,2019,"$26,576","2,224 km",Hybrid,CVT,3.3L,Silver,https://www.contactcars.com/en/used-cars/porsche/unknown-model-2019,Excellent condition 2019 Porsche Unknown Model. Well maintained with full service history.
Lexus,Unknown Model,2020,"$47,974","76,306 km",Gasoline,Manual,2.7L,Orange,https://www.contactcars.com/en/used-cars/lexus/unknown-model-2020,Excellent condition 2020 Lexus Unknown Model. Well maintained with full service history.
Renault,Unknown Model,2015,"$2,384","12,743 km",Hybrid,Semi-Automatic,2.0L,Green,https://www.contactcars.com/en/used-cars/renault/unknown-model-2015,Excellent condition 2015 Renault Unknown Model. Well maintained with full service history.
Maybach,Unknown Model,2024,"$48,113","29,261 km",Gasoline,Manual,5.3L,Red,https://www.contactcars.com/en/used-cars/maybach/unknown-model-2024,Excellent condition 2024 Maybach Unknown Model. Well maintained with full service history.
Fiat,Unknown Model,2010,"$-31,107","39,695 km",Gasoline,Automatic,5.3L,Green,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2010,Excellent condition 2010 Fiat Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2012,"$-15,590","145,389 km",Plug-in Hybrid,Semi-Automatic,6.0L,Blue,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2012,Excellent condition 2012 Land Rover Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2023,"$58,146","123,196 km",Plug-in Hybrid,Manual,1.4L,Blue,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2023,Excellent condition 2023 Cadillac Unknown Model. Well maintained with full service history.
Lamborghini,Unknown Model,2022,"$393,112","94,531 km",Diesel,Automatic,4.3L,Blue,https://www.contactcars.com/en/used-cars/lamborghini/unknown-model-2022,Excellent condition 2022 Lamborghini Unknown Model. Well maintained with full service history.
Citroen,Unknown Model,2013,"$-1,871","19,257 km",Diesel,Semi-Automatic,4.8L,Red,https://www.contactcars.com/en/used-cars/citroen/unknown-model-2013,Excellent condition 2013 Citroen Unknown Model. Well maintained with full service history.
Volvo,Unknown Model,2019,"$12,661","100,207 km",Diesel,CVT,1.3L,Gray,https://www.contactcars.com/en/used-cars/volvo/unknown-model-2019,Excellent condition 2019 Volvo Unknown Model. Well maintained with full service history.
Infiniti,Unknown Model,2015,"$7,902","42,860 km",Hybrid,Semi-Automatic,6.7L,Black,https://www.contactcars.com/en/used-cars/infiniti/unknown-model-2015,Excellent condition 2015 Infiniti Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2019,"$13,316","42,280 km",Electric,CVT,1.9L,Gray,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2019,Excellent condition 2019 Cadillac Unknown Model. Well maintained with full service history.
Fiat,Unknown Model,2014,$0,"30,758 km",Hybrid,CVT,6.5L,Orange,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2014,Excellent condition 2014 Fiat Unknown Model. Well maintained with full service history.
Subaru,Unknown Model,2010,"$-18,184","87,450 km",Diesel,Manual,2.9L,Yellow,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2010,Excellent condition 2010 Subaru Unknown Model. Well maintained with full service history.
Saturn,Unknown Model,2012,"$-7,922","63,654 km",Electric,Semi-Automatic,5.6L,Silver,https://www.contactcars.com/en/used-cars/saturn/unknown-model-2012,Excellent condition 2012 Saturn Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2021,"$156,825","124,671 km",Electric,CVT,4.0L,Green,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2021,Excellent condition 2021 Bentley Unknown Model. Well maintained with full service history.
Infiniti,Unknown Model,2022,"$26,728","46,304 km",Gasoline,Manual,1.7L,White,https://www.contactcars.com/en/used-cars/infiniti/unknown-model-2022,Excellent condition 2022 Infiniti Unknown Model. Well maintained with full service history.
Peugeot,Unknown Model,2017,"$17,057","77,627 km",Diesel,CVT,1.9L,Silver,https://www.contactcars.com/en/used-cars/peugeot/unknown-model-2017,Excellent condition 2017 Peugeot Unknown Model. Well maintained with full service history.
Ferrari,Unknown Model,2018,"$139,863","17,681 km",Gasoline,Manual,3.3L,Yellow,https://www.contactcars.com/en/used-cars/ferrari/unknown-model-2018,Excellent condition 2018 Ferrari Unknown Model. Well maintained with full service history.
Volkswagen,Polo,2020,"$37,460","83,994 km",Plug-in Hybrid,CVT,5.1L,Yellow,https://www.contactcars.com/en/used-cars/volkswagen/polo-2020,Excellent condition 2020 Volkswagen Polo. Well maintained with full service history.
Cadillac,Unknown Model,2013,"$-2,124","39,790 km",Gasoline,Manual,1.4L,Silver,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2013,Excellent condition 2013 Cadillac Unknown Model. Well maintained with full service history.
Lamborghini,Unknown Model,2019,"$183,786","86,764 km",Hybrid,Semi-Automatic,6.1L,Silver,https://www.contactcars.com/en/used-cars/lamborghini/unknown-model-2019,Excellent condition 2019 Lamborghini Unknown Model. Well maintained with full service history.
McLaren,Unknown Model,2014,$0,"119,295 km",Diesel,CVT,4.6L,White,https://www.contactcars.com/en/used-cars/mclaren/unknown-model-2014,Excellent condition 2014 McLaren Unknown Model. Well maintained with full service history.
Volkswagen,Tiguan,2019,"$31,404","87,815 km",Plug-in Hybrid,Automatic,6.5L,Green,https://www.contactcars.com/en/used-cars/volkswagen/tiguan-2019,Excellent condition 2019 Volkswagen Tiguan. Well maintained with full service history.
Mitsubishi,Unknown Model,2020,"$32,286","127,998 km",Plug-in Hybrid,CVT,3.1L,Orange,https://www.contactcars.com/en/used-cars/mitsubishi/unknown-model-2020,Excellent condition 2020 Mitsubishi Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2012,"$-8,775","149,050 km",Diesel,Manual,3.5L,Red,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2012,Excellent condition 2012 Cadillac Unknown Model. Well maintained with full service history.
Lexus,Unknown Model,2014,$0,"136,257 km",Diesel,Automatic,1.7L,Gray,https://www.contactcars.com/en/used-cars/lexus/unknown-model-2014,Excellent condition 2014 Lexus Unknown Model. Well maintained with full service history.
Chevrolet,Cruze,2017,"$21,586","124,914 km",Plug-in Hybrid,Automatic,3.9L,Silver,https://www.contactcars.com/en/used-cars/chevrolet/cruze-2017,Excellent condition 2017 Chevrolet Cruze. Well maintained with full service history.
McLaren,Unknown Model,2024,"$31,645","27,973 km",Diesel,Manual,3.5L,White,https://www.contactcars.com/en/used-cars/mclaren/unknown-model-2024,Excellent condition 2024 McLaren Unknown Model. Well maintained with full service history.
BMW,2 Series,2013,"$-11,448","106,252 km",Diesel,CVT,1.0L,Black,https://www.contactcars.com/en/used-cars/bmw/2-series-2013,Excellent condition 2013 BMW 2 Series. Well maintained with full service history.
Mitsubishi,Unknown Model,2019,"$31,974","75,483 km",Diesel,Manual,5.0L,Blue,https://www.contactcars.com/en/used-cars/mitsubishi/unknown-model-2019,Excellent condition 2019 Mitsubishi Unknown Model. Well maintained with full service history.
Saturn,Unknown Model,2022,"$55,683","61,000 km",Diesel,Manual,2.3L,Blue,https://www.contactcars.com/en/used-cars/saturn/unknown-model-2022,Excellent condition 2022 Saturn Unknown Model. Well maintained with full service history.
Lotus,Unknown Model,2020,"$29,623","70,025 km",Plug-in Hybrid,Automatic,3.4L,Yellow,https://www.contactcars.com/en/used-cars/lotus/unknown-model-2020,Excellent condition 2020 Lotus Unknown Model. Well maintained with full service history.
Jeep,Unknown Model,2024,"$58,053","138,740 km",Plug-in Hybrid,Automatic,6.6L,Gray,https://www.contactcars.com/en/used-cars/jeep/unknown-model-2024,Excellent condition 2024 Jeep Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2022,"$292,374","22,569 km",Electric,Automatic,3.4L,Orange,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2022,Excellent condition 2022 Bentley Unknown Model. Well maintained with full service history.
Smart,Unknown Model,2019,"$18,479","40,857 km",Hybrid,Automatic,6.1L,Green,https://www.contactcars.com/en/used-cars/smart/unknown-model-2019,Excellent condition 2019 Smart Unknown Model. Well maintained with full service history.
Honda,CR-V,2018,"$26,197","41,362 km",Diesel,CVT,6.7L,Green,https://www.contactcars.com/en/used-cars/honda/cr-v-2018,Excellent condition 2018 Honda CR-V. Well maintained with full service history.
Renault,Unknown Model,2016,"$6,738","7,810 km",Plug-in Hybrid,Semi-Automatic,6.8L,Yellow,https://www.contactcars.com/en/used-cars/renault/unknown-model-2016,Excellent condition 2016 Renault Unknown Model. Well maintained with full service history.
Saab,Unknown Model,2022,"$19,809","39,908 km",Plug-in Hybrid,Semi-Automatic,2.0L,Black,https://www.contactcars.com/en/used-cars/saab/unknown-model-2022,Excellent condition 2022 Saab Unknown Model. Well maintained with full service history.
Lamborghini,Unknown Model,2022,"$322,187","29,167 km",Diesel,Manual,6.7L,Red,https://www.contactcars.com/en/used-cars/lamborghini/unknown-model-2022,Excellent condition 2022 Lamborghini Unknown Model. Well maintained with full service history.
Chrysler,Unknown Model,2020,"$22,161","24,647 km",Electric,Automatic,5.5L,Gray,https://www.contactcars.com/en/used-cars/chrysler/unknown-model-2020,Excellent condition 2020 Chrysler Unknown Model. Well maintained with full service history.
Mini,Unknown Model,2012,"$-12,745","64,812 km",Electric,Semi-Automatic,6.2L,Green,https://www.contactcars.com/en/used-cars/mini/unknown-model-2012,Excellent condition 2012 Mini Unknown Model. Well maintained with full service history.
Infiniti,Unknown Model,2020,"$16,330","98,674 km",Plug-in Hybrid,CVT,4.8L,Yellow,https://www.contactcars.com/en/used-cars/infiniti/unknown-model-2020,Excellent condition 2020 Infiniti Unknown Model. Well maintained with full service history.
Toyota,Corolla,2010,"$-19,363","76,063 km",Gasoline,CVT,3.2L,White,https://www.contactcars.com/en/used-cars/toyota/corolla-2010,Excellent condition 2010 Toyota Corolla. Well maintained with full service history.
Mini,Unknown Model,2012,"$-6,186","56,570 km",Plug-in Hybrid,CVT,4.7L,White,https://www.contactcars.com/en/used-cars/mini/unknown-model-2012,Excellent condition 2012 Mini Unknown Model. Well maintained with full service history.
Lexus,Unknown Model,2011,"$-20,473","121,365 km",Diesel,Semi-Automatic,5.3L,Green,https://www.contactcars.com/en/used-cars/lexus/unknown-model-2011,Excellent condition 2011 Lexus Unknown Model. Well maintained with full service history.
Jeep,Unknown Model,2014,$0,"113,049 km",Electric,CVT,2.4L,Yellow,https://www.contactcars.com/en/used-cars/jeep/unknown-model-2014,Excellent condition 2014 Jeep Unknown Model. Well maintained with full service history.
Maybach,Unknown Model,2023,"$52,303","15,896 km",Hybrid,CVT,3.8L,Silver,https://www.contactcars.com/en/used-cars/maybach/unknown-model-2023,Excellent condition 2023 Maybach Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2024,"$387,984","23,502 km",Diesel,Automatic,6.7L,White,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2024,Excellent condition 2024 Bentley Unknown Model. Well maintained with full service history.
Ferrari,Unknown Model,2018,"$93,628","145,868 km",Plug-in Hybrid,CVT,6.9L,Gray,https://www.contactcars.com/en/used-cars/ferrari/unknown-model-2018,Excellent condition 2018 Ferrari Unknown Model. Well maintained with full service history.
Alfa Romeo,Stelvio,2020,"$40,516","148,096 km",Diesel,Automatic,3.8L,Yellow,https://www.contactcars.com/en/used-cars/alfa-romeo/stelvio-2020,Excellent condition 2020 Alfa Romeo Stelvio. Well maintained with full service history.
Dodge,Unknown Model,2013,"$-4,219","50,268 km",Hybrid,Manual,1.2L,Black,https://www.contactcars.com/en/used-cars/dodge/unknown-model-2013,Excellent condition 2013 Dodge Unknown Model. Well maintained with full service history.
Mazda,Unknown Model,2011,"$-6,931","115,016 km",Plug-in Hybrid,Manual,6.8L,Black,https://www.contactcars.com/en/used-cars/mazda/unknown-model-2011,Excellent condition 2011 Mazda Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2014,$0,"23,463 km",Diesel,CVT,2.0L,Silver,https://www.contactcars.com/en/used-cars/kia/unknown-model-2014,Excellent condition 2014 Kia Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2011,"$-21,502","46,177 km",Plug-in Hybrid,Semi-Automatic,2.6L,Silver,https://www.contactcars.com/en/used-cars/kia/unknown-model-2011,Excellent condition 2011 Kia Unknown Model. Well maintained with full service history.
Smart,Unknown Model,2018,"$19,302","59,430 km",Hybrid,Automatic,2.9L,Green,https://www.contactcars.com/en/used-cars/smart/unknown-model-2018,Excellent condition 2018 Smart Unknown Model. Well maintained with full service history.
Mercedes-Benz,S-Class,2017,"$29,515","52,612 km",Plug-in Hybrid,Manual,4.5L,Blue,https://www.contactcars.com/en/used-cars/mercedes-benz/s-class-2017,Excellent condition 2017 Mercedes-Benz S-Class. Well maintained with full service history.
Lexus,Unknown Model,2012,"$-11,496","55,603 km",Gasoline,CVT,6.7L,Red,https://www.contactcars.com/en/used-cars/lexus/unknown-model-2012,Excellent condition 2012 Lexus Unknown Model. Well maintained with full service history.
GMC,Unknown Model,2015,"$4,617","109,410 km",Electric,CVT,1.6L,Gray,https://www.contactcars.com/en/used-cars/gmc/unknown-model-2015,Excellent condition 2015 GMC Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2022,"$46,686","144,245 km",Electric,CVT,6.6L,Gray,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2022,Excellent condition 2022 Cadillac Unknown Model. Well maintained with full service history.
Jaguar,Unknown Model,2011,"$-6,206","28,439 km",Plug-in Hybrid,Automatic,3.0L,Orange,https://www.contactcars.com/en/used-cars/jaguar/unknown-model-2011,Excellent condition 2011 Jaguar Unknown Model. Well maintained with full service history.
Audi,A4,2014,$0,"100,799 km",Gasoline,Automatic,5.0L,Orange,https://www.contactcars.com/en/used-cars/audi/a4-2014,Excellent condition 2014 Audi A4. Well maintained with full service history.
Hyundai,Unknown Model,2019,"$37,515","92,953 km",Gasoline,Automatic,4.1L,Black,https://www.contactcars.com/en/used-cars/hyundai/unknown-model-2019,Excellent condition 2019 Hyundai Unknown Model. Well maintained with full service history.
Honda,Pilot,2013,"$-5,413","7,321 km",Gasoline,CVT,5.7L,Orange,https://www.contactcars.com/en/used-cars/honda/pilot-2013,Excellent condition 2013 Honda Pilot. Well maintained with full service history.
Honda,Fit,2012,"$-11,917","99,415 km",Plug-in Hybrid,Automatic,5.0L,Yellow,https://www.contactcars.com/en/used-cars/honda/fit-2012,Excellent condition 2012 Honda Fit. Well maintained with full service history.
Porsche,Unknown Model,2022,"$64,784","110,211 km",Diesel,Manual,5.4L,Black,https://www.contactcars.com/en/used-cars/porsche/unknown-model-2022,Excellent condition 2022 Porsche Unknown Model. Well maintained with full service history.
Lotus,Unknown Model,2022,"$35,932","129,099 km",Hybrid,Manual,5.7L,Silver,https://www.contactcars.com/en/used-cars/lotus/unknown-model-2022,Excellent condition 2022 Lotus Unknown Model. Well maintained with full service history.
Jeep,Unknown Model,2016,"$15,146","96,044 km",Gasoline,Manual,6.0L,Gray,https://www.contactcars.com/en/used-cars/jeep/unknown-model-2016,Excellent condition 2016 Jeep Unknown Model. Well maintained with full service history.
Renault,Unknown Model,2017,"$8,309","72,727 km",Gasoline,Semi-Automatic,3.0L,Silver,https://www.contactcars.com/en/used-cars/renault/unknown-model-2017,Excellent condition 2017 Renault Unknown Model. Well maintained with full service history.
Smart,Unknown Model,2020,"$20,749","128,984 km",Electric,Manual,4.7L,Gray,https://www.contactcars.com/en/used-cars/smart/unknown-model-2020,Excellent condition 2020 Smart Unknown Model. Well maintained with full service history.
BMW,5 Series,2021,"$75,228","5,068 km",Hybrid,Semi-Automatic,4.4L,Silver,https://www.contactcars.com/en/used-cars/bmw/5-series-2021,Excellent condition 2021 BMW 5 Series. Well maintained with full service history.
Peugeot,Unknown Model,2011,"$-9,222","133,790 km",Hybrid,Manual,3.2L,Red,https://www.contactcars.com/en/used-cars/peugeot/unknown-model-2011,Excellent condition 2011 Peugeot Unknown Model. Well maintained with full service history.
Nissan,Unknown Model,2011,"$-5,034","146,572 km",Diesel,Automatic,6.8L,Silver,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2011,Excellent condition 2011 Nissan Unknown Model. Well maintained with full service history.
Saturn,Unknown Model,2023,"$32,158","5,906 km",Hybrid,Semi-Automatic,4.2L,Orange,https://www.contactcars.com/en/used-cars/saturn/unknown-model-2023,Excellent condition 2023 Saturn Unknown Model. Well maintained with full service history.
Fiat,Unknown Model,2014,$0,"19,541 km",Electric,Manual,1.1L,Orange,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2014,Excellent condition 2014 Fiat Unknown Model. Well maintained with full service history.
Renault,Unknown Model,2011,"$-13,716","31,549 km",Plug-in Hybrid,Semi-Automatic,5.8L,White,https://www.contactcars.com/en/used-cars/renault/unknown-model-2011,Excellent condition 2011 Renault Unknown Model. Well maintained with full service history.
Volvo,Unknown Model,2010,"$-29,083","54,861 km",Gasoline,Automatic,3.9L,Green,https://www.contactcars.com/en/used-cars/volvo/unknown-model-2010,Excellent condition 2010 Volvo Unknown Model. Well maintained with full service history.
Lexus,Unknown Model,2012,"$-5,918","140,487 km",Plug-in Hybrid,Semi-Automatic,6.9L,Blue,https://www.contactcars.com/en/used-cars/lexus/unknown-model-2012,Excellent condition 2012 Lexus Unknown Model. Well maintained with full service history.
McLaren,Unknown Model,2010,"$-14,813","103,957 km",Diesel,Manual,5.7L,Orange,https://www.contactcars.com/en/used-cars/mclaren/unknown-model-2010,Excellent condition 2010 McLaren Unknown Model. Well maintained with full service history.
Hummer,Unknown Model,2021,"$19,966","107,481 km",Plug-in Hybrid,Manual,1.0L,Black,https://www.contactcars.com/en/used-cars/hummer/unknown-model-2021,Excellent condition 2021 Hummer Unknown Model. Well maintained with full service history.
McLaren,Unknown Model,2011,"$-19,430","85,210 km",Gasoline,Automatic,3.9L,Blue,https://www.contactcars.com/en/used-cars/mclaren/unknown-model-2011,Excellent condition 2011 McLaren Unknown Model. Well maintained with full service history.
Pontiac,Unknown Model,2023,"$43,605","73,750 km",Electric,Manual,6.0L,Red,https://www.contactcars.com/en/used-cars/pontiac/unknown-model-2023,Excellent condition 2023 Pontiac Unknown Model. Well maintained with full service history.
Nissan,Unknown Model,2017,"$16,075","14,754 km",Plug-in Hybrid,CVT,2.8L,Red,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2017,Excellent condition 2017 Nissan Unknown Model. Well maintained with full service history.
Skoda,Unknown Model,2011,"$-20,239","40,696 km",Diesel,CVT,5.7L,Black,https://www.contactcars.com/en/used-cars/skoda/unknown-model-2011,Excellent condition 2011 Skoda Unknown Model. Well maintained with full service history.
Opel,Unknown Model,2024,"$58,692","4,715 km",Gasoline,CVT,2.3L,Blue,https://www.contactcars.com/en/used-cars/opel/unknown-model-2024,Excellent condition 2024 Opel Unknown Model. Well maintained with full service history.
Jaguar,Unknown Model,2024,"$27,449","104,447 km",Hybrid,Semi-Automatic,4.9L,Blue,https://www.contactcars.com/en/used-cars/jaguar/unknown-model-2024,Excellent condition 2024 Jaguar Unknown Model. Well maintained with full service history.
Citroen,Unknown Model,2017,"$8,110","100,785 km",Gasoline,CVT,1.6L,Black,https://www.contactcars.com/en/used-cars/citroen/unknown-model-2017,Excellent condition 2017 Citroen Unknown Model. Well maintained with full service history.
Ford,Mondeo,2024,"$66,237","79,620 km",Plug-in Hybrid,Automatic,5.5L,Red,https://www.contactcars.com/en/used-cars/ford/mondeo-2024,Excellent condition 2024 Ford Mondeo. Well maintained with full service history.
Jaguar,Unknown Model,2019,"$10,024","40,635 km",Diesel,Automatic,5.4L,White,https://www.contactcars.com/en/used-cars/jaguar/unknown-model-2019,Excellent condition 2019 Jaguar Unknown Model. Well maintained with full service history.
Mitsubishi,Unknown Model,2010,"$-11,024","138,576 km",Gasoline,Manual,6.4L,Yellow,https://www.contactcars.com/en/used-cars/mitsubishi/unknown-model-2010,Excellent condition 2010 Mitsubishi Unknown Model. Well maintained with full service history.
Rolls-Royce,Unknown Model,2015,"$17,194","46,231 km",Hybrid,Semi-Automatic,2.2L,Red,https://www.contactcars.com/en/used-cars/rolls-royce/unknown-model-2015,Excellent condition 2015 Rolls-Royce Unknown Model. Well maintained with full service history.
Smart,Unknown Model,2012,"$-10,837","77,538 km",Gasoline,Manual,2.0L,Yellow,https://www.contactcars.com/en/used-cars/smart/unknown-model-2012,Excellent condition 2012 Smart Unknown Model. Well maintained with full service history.
Dodge,Unknown Model,2013,"$-2,293","37,284 km",Diesel,Semi-Automatic,3.6L,Black,https://www.contactcars.com/en/used-cars/dodge/unknown-model-2013,Excellent condition 2013 Dodge Unknown Model. Well maintained with full service history.
Honda,Accord,2017,"$4,837","124,589 km",Gasoline,Manual,6.9L,Red,https://www.contactcars.com/en/used-cars/honda/accord-2017,Excellent condition 2017 Honda Accord. Well maintained with full service history.
Maybach,Unknown Model,2010,"$-7,822","99,926 km",Electric,CVT,6.7L,Yellow,https://www.contactcars.com/en/used-cars/maybach/unknown-model-2010,Excellent condition 2010 Maybach Unknown Model. Well maintained with full service history.
Seat,Unknown Model,2021,"$46,808","97,801 km",Gasoline,CVT,3.5L,Yellow,https://www.contactcars.com/en/used-cars/seat/unknown-model-2021,Excellent condition 2021 Seat Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2017,"$51,732","86,496 km",Plug-in Hybrid,Semi-Automatic,2.4L,Green,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2017,Excellent condition 2017 Bentley Unknown Model. Well maintained with full service history.
Porsche,Unknown Model,2016,"$13,267","64,468 km",Diesel,Automatic,4.2L,Green,https://www.contactcars.com/en/used-cars/porsche/unknown-model-2016,Excellent condition 2016 Porsche Unknown Model. Well maintained with full service history.
Honda,Fit,2018,"$29,246","18,527 km",Electric,CVT,1.7L,Blue,https://www.contactcars.com/en/used-cars/honda/fit-2018,Excellent condition 2018 Honda Fit. Well maintained with full service history.
Subaru,Unknown Model,2016,"$4,913","80,000 km",Hybrid,Manual,3.5L,Black,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2016,Excellent condition 2016 Subaru Unknown Model. Well maintained with full service history.
Volkswagen,Jetta,2021,"$14,806","116,421 km",Electric,Manual,6.9L,Yellow,https://www.contactcars.com/en/used-cars/volkswagen/jetta-2021,Excellent condition 2021 Volkswagen Jetta. Well maintained with full service history.
Jaguar,Unknown Model,2015,"$3,101","145,613 km",Diesel,Semi-Automatic,3.5L,Yellow,https://www.contactcars.com/en/used-cars/jaguar/unknown-model-2015,Excellent condition 2015 Jaguar Unknown Model. Well maintained with full service history.
Dodge,Unknown Model,2014,$0,"128,595 km",Electric,CVT,3.8L,Yellow,https://www.contactcars.com/en/used-cars/dodge/unknown-model-2014,Excellent condition 2014 Dodge Unknown Model. Well maintained with full service history.
Volkswagen,Touareg,2024,"$27,653","126,583 km",Diesel,Manual,6.7L,Yellow,https://www.contactcars.com/en/used-cars/volkswagen/touareg-2024,Excellent condition 2024 Volkswagen Touareg. Well maintained with full service history.
Infiniti,Unknown Model,2020,"$13,085","65,716 km",Plug-in Hybrid,Semi-Automatic,1.8L,Blue,https://www.contactcars.com/en/used-cars/infiniti/unknown-model-2020,Excellent condition 2020 Infiniti Unknown Model. Well maintained with full service history.
Chrysler,Unknown Model,2011,"$-16,773","129,828 km",Electric,CVT,3.4L,Blue,https://www.contactcars.com/en/used-cars/chrysler/unknown-model-2011,Excellent condition 2011 Chrysler Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2010,"$-8,155","87,653 km",Hybrid,Manual,1.2L,Yellow,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2010,Excellent condition 2010 Cadillac Unknown Model. Well maintained with full service history.
Mini,Unknown Model,2013,"$-7,901","122,431 km",Diesel,Automatic,1.3L,Red,https://www.contactcars.com/en/used-cars/mini/unknown-model-2013,Excellent condition 2013 Mini Unknown Model. Well maintained with full service history.
Renault,Unknown Model,2011,"$-19,524","132,366 km",Hybrid,Automatic,4.8L,White,https://www.contactcars.com/en/used-cars/renault/unknown-model-2011,Excellent condition 2011 Renault Unknown Model. Well maintained with full service history.
Skoda,Unknown Model,2012,"$-4,613","105,129 km",Plug-in Hybrid,Manual,5.9L,Yellow,https://www.contactcars.com/en/used-cars/skoda/unknown-model-2012,Excellent condition 2012 Skoda Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2024,"$17,667","120,756 km",Hybrid,CVT,5.5L,Green,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2024,Excellent condition 2024 Land Rover Unknown Model. Well maintained with full service history.
Infiniti,Unknown Model,2021,"$51,095","142,735 km",Diesel,CVT,2.7L,Black,https://www.contactcars.com/en/used-cars/infiniti/unknown-model-2021,Excellent condition 2021 Infiniti Unknown Model. Well maintained with full service history.
Nissan,Unknown Model,2015,"$5,165","114,647 km",Gasoline,CVT,4.8L,Gray,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2015,Excellent condition 2015 Nissan Unknown Model. Well maintained with full service history.
Skoda,Unknown Model,2020,"$47,794","73,626 km",Hybrid,CVT,5.3L,Red,https://www.contactcars.com/en/used-cars/skoda/unknown-model-2020,Excellent condition 2020 Skoda Unknown Model. Well maintained with full service history.
Porsche,Unknown Model,2016,"$8,711","47,011 km",Hybrid,Manual,4.2L,Orange,https://www.contactcars.com/en/used-cars/porsche/unknown-model-2016,Excellent condition 2016 Porsche Unknown Model. Well maintained with full service history.
Suzuki,Unknown Model,2012,"$-3,752","60,632 km",Gasoline,CVT,5.7L,Black,https://www.contactcars.com/en/used-cars/suzuki/unknown-model-2012,Excellent condition 2012 Suzuki Unknown Model. Well maintained with full service history.
GMC,Unknown Model,2024,"$42,956","19,096 km",Hybrid,Semi-Automatic,3.3L,Green,https://www.contactcars.com/en/used-cars/gmc/unknown-model-2024,Excellent condition 2024 GMC Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2015,"$7,947","49,464 km",Electric,Semi-Automatic,2.3L,White,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2015,Excellent condition 2015 Cadillac Unknown Model. Well maintained with full service history.
Volkswagen,Polo,2016,"$9,488","37,656 km",Gasoline,Manual,1.9L,Yellow,https://www.contactcars.com/en/used-cars/volkswagen/polo-2016,Excellent condition 2016 Volkswagen Polo. Well maintained with full service history.
Mazda,Unknown Model,2020,"$42,379","104,939 km",Plug-in Hybrid,Automatic,5.9L,Blue,https://www.contactcars.com/en/used-cars/mazda/unknown-model-2020,Excellent condition 2020 Mazda Unknown Model. Well maintained with full service history.
Jaguar,Unknown Model,2012,"$-13,714","43,837 km",Electric,Manual,1.0L,Gray,https://www.contactcars.com/en/used-cars/jaguar/unknown-model-2012,Excellent condition 2012 Jaguar Unknown Model. Well maintained with full service history.
Seat,Unknown Model,2013,"$-4,177","138,071 km",Diesel,Semi-Automatic,2.8L,Green,https://www.contactcars.com/en/used-cars/seat/unknown-model-2013,Excellent condition 2013 Seat Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2017,"$10,246","135,223 km",Hybrid,CVT,1.5L,Blue,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2017,Excellent condition 2017 Cadillac Unknown Model. Well maintained with full service history.
Subaru,Unknown Model,2012,"$-7,812","72,127 km",Hybrid,CVT,4.4L,White,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2012,Excellent condition 2012 Subaru Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2018,"$15,794","136,153 km",Gasoline,Semi-Automatic,3.6L,Orange,https://www.contactcars.com/en/used-cars/kia/unknown-model-2018,Excellent condition 2018 Kia Unknown Model. Well maintained with full service history.
